SDNN,RMSSD,MEAN HR,Label
6.067798762,7.536577473,12.25897917,0
5.179630434,8.141603914,12.37058182,0
4.241774046,7.022285953,12.38248221,0
4.856267428,5.830951895,12.60531633,0
10.60660172,15,12.41969832,0
12.76714533,13.28533026,11.78137838,0
7.16472842,11.93035345,11.87370233,0
5.479760741,7.141428429,11.94662745,0
4.590961019,7.08284312,11.98226347,0
3.214550254,5.522680509,12.01041228,0
5.680480362,8.017837257,11.97685294,0
7.833080036,9.411239481,11.949488,0
7.955558377,11.84905059,11.91206536,0
12.7410099,16.32482772,11.97384466,0
6.347102826,11.86029792,11.90159322,0
6.08824003,10.43072385,11.93262069,0
5.594640292,8.986100378,12.03447619,0
9.178131359,9.899494937,11.87264122,0
9.464218329,13.68697678,11.94676923,0
6.190494505,8.103497187,11.99583886,0
5.927337795,10.76104084,11.90969697,0
5.863730326,10.24695077,11.95669406,0
9.764447985,16.31631767,12.01333333,0
5.971808771,8.846845012,11.94344398,0
4.577468337,6.8150161,11.8976318,0
12.81739889,17.74018844,11.92400787,0
6.396021491,10.90037531,11.91879661,0
7.571877794,13.03840481,11.90381633,0
5.770329566,8.180652598,11.91636709,0
4.284737373,8.10863737,12.00208333,0
13.49157987,15.91454452,11.93101282,0
5.869154087,6.822422923,11.89930516,0
6.846897107,8.13879598,11.88362842,0
6.185537128,9.325048082,11.87562712,0
4.102144099,6.242236558,11.87015484,0
6.232950602,10.91949148,16.74800664,0
5.008991915,8.316649967,15.86676667,0
7.065453625,6.37413756,15.25705686,0
27.6821242,46.93612681,15.04197987,0
35.52933061,39.27467377,14.92276094,0
8.809550904,12.31530213,14.83695946,0
22.82125158,35.13545218,14.77311864,0
5.467073156,9.527737285,14.71914966,0
5.654291688,9.043373745,14.66849829,0
6.002411796,9.378025827,14.63263699,0
4.824181513,6.487750696,14.59560137,0
6.606274074,10.52887187,14.5622069,0
6.014268748,9.172941575,14.52761246,0
4.682208552,5.993051532,14.4978125,0
11.58447237,13.82931669,14.47066202,0
82.7314934,117,14.43891608,0
9.703951085,13.59411637,14.4165614,0
4.132609531,7.014271167,14.38503521,0
5.124188711,8.88194173,14.36724382,0
5.085460133,8.991662805,14.34521277,0
5.069516742,5.894913061,14.32081851,0
4.999736835,7.34488723,14.30271429,0
5.176871642,7.058865788,14.27956989,0
5.460972644,7.902179727,14.26086331,0
6.866065623,11.11305539,82.71900826,0
5.156427503,8.047478162,74.73666667,0
5.366563146,9.523654761,74.06688963,0
4.852365871,8.707363655,68.02348993,0
4.405678154,7.385233014,66.06060606,0
4.833594559,8.458454619,64.97297297,0
5.536693125,8.800252522,61.59322034,0
7.653197278,11.9486079,61.37414966,0
6.53379493,9.521029356,61.11945392,0
5.360109069,7.903261255,65.02054795,0
8.446339997,10.81309747,65.27491409,0
18.38477631,26,69.39655172,0
8.052604824,9.457507306,63.50519031,0
6.205332694,8.901685234,60.8125,0
5.197526884,8.505880319,63.45644599,0
4.153397675,6.507392246,65.16083916,0
11.25039682,17.93042108,58.7122807,0
10.59649538,15.76388277,61.48591549,0
5.472951852,8.170067319,64.2155477,0
4.622515231,5.522680509,62.60283688,0
21.73323108,37.21558813,63.44128114,0
8.5552503,13.08306794,62.20714286,0
5.409827517,7.108010237,65.23297491,0
10.82785409,15.80563766,70.45323741,0
9.739463171,11.00649159,88.566787,0
6.390469094,10.40260956,69.98913043,0
8.517209469,13.15294644,66.62909091,0
15.49282988,16.38596961,64.0729927,0
8.927485648,9.924716621,64.56410256,0
6.590352687,8.069145625,64.49264706,0
7.81897459,8.679477711,63.65682657,0
5.564395744,9.277212225,63.16666667,0
11.02909904,11.22125958,63.65055762,0
4.620798487,7.207950156,66.25373134,0
5.332236729,9.451631253,65.99625468,0
5.497367791,7.401991197,64.27819549,0
3.621275516,3.942772444,61.70943396,0
1.414213562,2,64.06439394,0
3.487251,5.573954208,59.96197719,0
4.232051088,5.275730597,63.49618321,0
6.136412271,10.98989435,63.38314176,0
3.214550254,4.451761653,83.0730897,0
5.564497854,6.610597552,83.83257919,0
20.74978485,34.39061334,80.86956522,0
4.146785904,6.060803027,89.67109635,0
5.489463592,9.304780888,79.15,0
7.216878365,9.903703011,77.71237458,0
5.946733251,7.503332593,75.38926174,0
5.136043941,7.711918322,76.36363636,0
4.263087267,7.211102551,79.62837838,0
6.026735307,6.260990337,71.84067797,0
7.95177774,9.933109617,77.81972789,0
7.420691792,13.05969202,83.02389078,0
7.152028744,7.657438451,73.33219178,0
5.906750874,8.287792227,68.3024055,0
