Timestamp,Speed,Throttle,Brake,Steer,AtTrafficLight,HeartRate
0:29:58,0.0,0.0,0.0,0.0,0,74.0
0:29:58,0.01,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,76.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:58,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,77.0
0:29:59,0.0,0.62,0.62,0.0,0,78.0
0:29:59,0.0,0.62,0.62,0.0,0,78.0
0:29:59,0.0,0.62,0.62,0.0,0,78.0
0:30:01,0.0,0.62,0.62,0.0,0,78.0
0:30:01,0.0,0.62,0.62,0.0,0,78.0
0:30:01,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
0:30:02,0.0,0.62,0.62,0.0,0,78.0
