Timestamp,Speed,Throttle,Brake,Steer,AtTrafficLight,HeartRate,BreathingRate,GSR,RtoR,Stress,Drowsy
0:30:49,0.0,0.0,0.0,0.0,1,61.0,17.0,5.161042213439941,1001.0,0.002992712505475476,0.9995057587357451
0:30:49,0.01,0.62,0.62,0.0,0,65.0,16.799999237060547,5.161042213439941,1001.0,0.0028337998202062667,0.9995057587357451
0:30:49,0.01,0.62,0.62,0.0,0,65.0,16.799999237060547,4.9797139167785645,1001.0,0.0016845115694766218,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,63.0,16.899999618530273,4.9797139167785645,1001.0,0.001730826497259148,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.01,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.01,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:49,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:50,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:50,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:50,0.0,0.62,0.62,0.0,0,64.0,16.899999618530273,5.409562110900879,1001.0,0.005982625997317859,0.9995057587357451
0:30:50,0.0,0.62,0.62,0.0,0,66.0,17.299999237060547,5.409562110900879,1001.0,0.00605021860673213,0.9995057587357451
0:30:50,0.0,0.62,0.62,0.0,0,66.0,17.299999237060547,5.409562110900879,1001.0,0.00605021860673213,0.9995057587357451
0:30:50,0.0,0.62,0.62,0.0,0,66.0,17.299999237060547,5.409562110900879,1001.0,0.00605021860673213,0.9995057587357451
0:30:50,0.0,0.62,0.62,0.0,0,66.0,17.299999237060547,5.409562110900879,1001.0,0.00605021860673213,0.9995057587357451
