rmssd_drowsy,sdnn_drowsy,mean_nn_drowsy,pnn50_drowsy,pnn20_drowsy,sdsd_drowsy,rmssd_no_drowsy,sdnn_no_drowsy,mean_nn_no_drowsy,pnn50_no_drowsy,pnn20_no_drowsy,sdsd_no_drowsy
50.085376327576896,94.78013334519359,978.176652892562,32.5,81.66666666666667,27.312000124424586,32.31108932714113,57.06248054735273,768.6838709677419,3.225806451612903,43.2258064516129,32.415183508522375
52.02511034027839,51.12806080502741,1039.4736842105262,28.31858407079646,76.10619469026548,31.445840839714624,27.312258410088678,39.97201996183698,796.9664429530201,4.026845637583892,44.29530201342282,27.40403033931363
89.5728870489012,112.51994816018247,985.8723958333334,33.61344537815126,69.74789915966386,76.11822735945918,27.95477397073892,33.915084361283064,800.7432432432432,6.081081081081082,50.0,28.050183339652666
53.84649343282496,81.6151691761723,1053.920200892857,35.13513513513514,72.97297297297297,32.73911004049832,32.670243763801444,46.20513910320505,814.0958904109589,8.21917808219178,49.31506849315068,32.78237483186442
45.20034895941215,56.63238941514485,1028.4646739130435,26.31578947368421,69.2982456140351,27.02299736189483,43.20599278456635,50.98041808479776,919.6201550387595,27.131782945736436,64.34108527131784,43.34235777913253
98.07292572762303,83.68745905304853,1011.1511752136752,38.793103448275865,76.72413793103449,83.09031467254133,45.69665868949956,52.18125846111824,909.3282442748092,28.24427480916031,73.2824427480916,45.87193809760008
47.64077662988115,53.23246417506802,1043.311403508772,40.707964601769916,74.33628318584071,25.399265675764845,49.01349645399387,50.52627561535736,923.65625,33.59375,73.4375,49.20742655988442
169.526171550139,166.97094441709032,955.078125,39.83739837398374,67.47967479674797,146.53930279596582,47.866049870014656,68.2914611027071,931.4330708661416,33.85826771653544,74.80314960629921,48.05534639829702
100.382212556762,100.71160282037253,1011.2847222222222,29.310344827586203,70.6896551724138,87.08449730602678,38.49989853882735,45.32670887887954,925.7906976744188,19.379844961240316,62.01550387596899,38.63155554923389
59.85892285972359,71.47155702877761,1041.0674778761063,35.714285714285715,73.21428571428571,40.75035255672922,30.43497043122764,63.71088819050776,710.8095238095239,10.714285714285714,46.42857142857143,30.52565120166352
61.008722843522854,76.77711480088357,1041.3240131578948,31.858407079646017,70.79646017699115,41.82061627456141,28.5903376581566,56.31002894011454,728.5092024539878,5.521472392638037,42.331288343558285,28.677920549802916
101.17243237843779,151.9776425645776,1018.0495689655172,42.608695652173914,77.39130434782608,77.57019583954173,25.16710386363749,50.765244139746606,763.9806451612903,5.161290322580645,38.70967741935484,25.249214510074854
147.71436275212895,133.99215864199292,1031.5217391304348,37.719298245614034,68.42105263157895,134.0426035421689,27.117930702859603,73.65479169692738,752.3860759493671,3.79746835443038,35.44303797468354,27.20461750250232
83.4335951720919,120.2966219293758,1009.6821581196581,32.758620689655174,67.24137931034483,67.40362301340768,24.32324511993737,44.86293112320958,746.7735849056604,3.7735849056603774,36.477987421383645,24.39581292230218
75.00212293191092,89.26366779359995,1023.370150862069,36.52173913043478,71.30434782608695,58.08454928635504,25.06349552530572,38.93717345700882,777.625,5.263157894736842,35.526315789473685,25.14569993389651
73.21400868329691,76.67049614258028,1032.483552631579,36.283185840707965,80.53097345132744,56.60677002462246,21.815861619056403,24.73692294068224,889.5563909774436,0.7518796992481203,42.85714285714285,21.895799486677078
103.59842745522565,104.84717618358074,1021.0802801724138,33.04347826086956,73.91304347826086,88.41557503827468,20.77990643092975,35.511925413783146,884.0298507462686,0.0,38.059701492537314,20.858333143313008
106.8099131107625,101.98383568790805,1002.4496822033898,40.17094017094017,81.19658119658119,86.84172084093025,20.685317327543626,23.459389556235763,871.948905109489,0.7299270072992701,32.846715328467155,20.76090153822176
110.85731693308841,97.21979458658821,1073.934659090909,43.11926605504588,71.55963302752293,91.43644737353941,20.511146795270683,34.62749228408691,842.5531914893617,0.7092198581560284,40.42553191489361,20.584644642713744
